No. of pkts,No. of Bytes,Iat,Duration,Label
4,893,0.232003,0.252094,normal
2,1144,4.901339,4.901339,normal
3,1011,0.360015,0.714935,normal
15,4583,0.298898,9.930742,normal
2,2110,2.649699,2.649699,normal
4,2356,0.244926,0.566969,normal
2,1916,4.634057,4.634057,normal
2,2274,0.001726,0.001726,normal
3,2950,10.22408,10.394971,normal
3,1442,0.213251,0.418151,normal
4,1464,0.470097,1.719906,normal
2,1975,8.671853,8.671853,normal
6,6115,5.080052,42.94303,normal
4,3871,10.861005,32.983962,normal
3,3064,8.718986,17.39005,normal
4,1160,0.242066,0.562205,normal
5,5090,10.524025,42.403121,normal
2,1318,20.458368,20.458368,normal
2,2119,9.984834,9.984834,normal
3,1011,0.386897,0.686944,normal
3,2565,4.179633,7.894724,normal
6,5066,0.000752,30.110257,normal
2,1918,35.922748,35.922748,normal
2,1968,16.302096,16.302096,normal
6,5733,4.35316,24.756933,normal
2,1864,41.528022,41.528022,normal
5,2767,1.186021,41.85138,normal
6,3074,0.320119,4.078377,normal
4,1224,0.375095,1.32811,normal
4,4293,3.527119,16.908087,normal
4,2612,0.220149,10.320313,normal
6,3921,0.380608,2.277435,normal
2,1943,45.346987,45.346987,normal
8,3932,0.239867,1.259519,normal
3,1645,1E-06,1E-06,normal
4,2472,0.960074,3.580184,normal
5,4379,0.22534,0.61326,normal
3,1738,0.222475,0.222476,normal
8,7639,0.014768,9.287559,normal
2,1631,20.692589,20.692589,normal
6,2066,0.271966,1.028178,normal
8,4188,0.240196,1.127053,normal
2,1721,0.000623,0.000623,normal
3,3073,0.00305,0.003191,normal
7,3463,0.000339,0.500237,normal
4,1688,0.220112,0.468904,normal
3,1552,0.223271,0.435229,normal
3,1011,0.337209,0.632056,normal
3,1575,0.292061,0.532135,normal
5,4679,5.371888,36.676075,normal
6,2850,0.265809,0.869261,normal
2,1153,21.404724,21.404724,normal
11,3951,0.166581,15.982271,normal
4,2343,0.239864,23.527485,normal
3,3116,13.585321,26.966926,normal
3,1806,15.278306,30.06212,normal
3,1744,18.527858,32.75831,normal
5,1282,0.22005,3.316683,normal
5,4721,9.020219,32.754143,normal
4,1147,0.908189,2.504217,normal
2,1950,2.691644,2.691644,normal
3,1560,0.230797,0.230798,normal
7,118,2.188181,40.427996,normal
3,1536,0.200098,0.400036,normal
8,1642,0.270679,13.400788,normal
3,3041,27.612967,35.166023,normal
3,1201,0.263076,0.500075,normal
2,1960,5.409828,5.409828,normal
4,1400,0.240428,0.540513,normal
5,1326,0.276027,0.598933,normal
34,27271,0.218844,24.430357,normal
2,1068,0.020639,0.020639,normal
3,2696,14.453104,22.094258,normal
2,1944,11.515741,11.515741,normal
3,1011,0.260061,0.519991,normal
7,2620,0.328985,1.289984,normal
4,1021,0.002958,0.485128,normal
39,22476,0.122786,10.798399,normal
2,2268,2.357113,2.357113,normal
4,1053,0.006067,0.249992,normal
4,3917,5.021559,14.295461,normal
3,1011,0.989008,1.229104,normal
4,2521,7.915791,33.332523,normal
3,1011,0.37505,0.688152,normal
2,542,0.260005,0.260005,normal
2,1919,7.979059,7.979059,normal
4,3738,3.962855,14.250015,normal
13,2529,0.212978,13.682749,normal
4,1352,0.260109,0.560278,normal
39,34574,0.220111,10.632109,normal
8,8001,3.479961,38.544209,normal
4,1931,0.220118,0.527562,normal
2,1543,1E-06,1E-06,normal
3,3320,35.346181,40.205045,normal
10,9973,4.491957,41.15205,normal
20,21145,0.560082,41.783159,normal
3,3025,23.314005,28.061226,normal
4,3626,4.695912,31.947027,normal
6,5301,0.002044,0.435099,normal
2,1111,0.751924,0.751924,normal
4,1128,0.239523,0.480016,normal
6,6861,5.688142,35.271685,normal
2,2187,15.207908,15.207908,normal
3,1011,0.287016,0.527063,normal
3,1027,0.401002,0.707836,normal
4,4124,0.309454,27.73137,normal
6,1826,0.232432,0.784268,normal
69,70692,0.23453,16.743179,normal
2,1163,2.992153,2.992153,normal
2,2019,36.337277,36.337277,normal
7,4639,5.877955,37.034808,normal
7,2957,0.194321,2.222821,normal
4,1128,0.238799,0.480014,normal
3,1011,0.27994,0.519985,normal
3,1459,0.662287,0.881979,normal
5,4744,5.699623,24.879875,normal
2,408,1E-06,1E-06,normal
14,13744,2.674797,42.454927,normal
9,3540,0.283174,2.749256,normal
6,3829,0.192527,1.228376,normal
8,3164,0.348192,1.448013,normal
3,3386,16.734151,23.699406,normal
7,5384,0.19191,0.779086,normal
15,8261,0.25035,48.15077,normal
3,3159,0.060183,0.110434,normal
5,5163,6.96097,35.568138,normal
8,3660,0.279856,1.399313,normal
6,5891,3.404011,40.440217,normal
4,616,0.21705,0.598471,normal
2,2009,4.183086,4.183086,normal
5,4849,6.218507,24.076338,normal
3,1011,0.419833,0.749645,normal
2,1982,19.707972,19.707972,normal
2,1974,14.962057,14.962057,normal
2,2166,4.180961,4.180961,normal
14,2833,0.251869,26.194173,normal
4,893,0.010075,0.240056,normal
4,4299,6.462977,22.901012,normal
2,1016,21.383967,21.383967,normal
9,4636,0.307843,4.71203,normal
6,1028,0.219937,2.819901,normal
3,1520,0.269143,0.489176,normal
2,1917,27.305915,27.305915,normal
4,1160,0.259947,0.560059,normal
6,4953,0.332032,3.778413,normal
4,3940,7.57308,20.352034,normal
2,2331,8.880972,8.880972,normal
7,6821,5.524907,28.020965,normal
8,7839,0.00885,3.986795,normal
5,1100,0.220071,0.460101,normal
6,1915,0.187979,9.594323,normal
5,5950,7.324051,38.846053,normal
3,3168,26.600469,29.720023,normal
3,1775,0.409928,0.469611,normal
3,1129,0.270892,0.529099,normal
4,1368,0.245925,1.480061,normal
3,4279,0.024272,0.024404,normal
4,1144,0.24598,0.605963,normal
8,7861,3.819998,39.884047,normal
9,4174,0.024199,29.388613,normal
6,1240,0.221827,0.74681,normal
8,6765,0.009017,0.868166,normal
2,2185,11.741978,11.741978,normal
8,7857,1.319993,10.370776,normal
2,2262,20.298436,20.298436,normal
8,8055,0.00394,0.884363,normal
3,3073,14.620003,25.680035,normal
7,3020,0.239992,1.041071,normal
6,1914,0.001994,0.663227,normal
5,1363,0.292986,0.700065,normal
5,4844,4.680025,15.420052,normal
2,2643,21.301511,21.301511,normal
6,2397,0.008149,19.078816,normal
9,4013,0.122091,1.983145,normal
5,1730,0.255983,0.60428,normal
3,1709,0.2285,0.230117,normal
3,1629,20.919559,29.8606,normal
4,1757,0.00896,0.229331,normal
4,2588,6.599964,21.494482,normal
5,4781,0.227938,0.489042,normal
3,3572,19.760015,23.406797,normal
4,877,0.007118,0.240079,normal
3,1565,0.210753,0.210754,normal
3,1490,12.640366,12.675041,normal
6,5823,6.45298,35.105077,normal
5,1165,0.364039,29.971954,normal
4,4426,10.284816,33.683939,normal
6,2575,0.008309,2.413149,normal
6,5681,6.345174,40.881153,normal
3,1562,0.280124,0.520168,normal
3,1658,0.281109,0.521447,normal
7,6651,0.274249,18.05417,normal
4,1848,0.386989,0.848145,normal
8,4119,0.012248,0.975064,normal
9,7823,0.014942,38.091703,normal
8,4559,0.000195,0.74023,normal
3,1648,31.976037,40.66652,normal
8,3820,0.277635,9.875082,normal
2,1295,6.072091,6.072091,normal
2,74,0.180087,0.180087,normal
2,1084,18.539659,18.539659,normal
5,5594,0.01593,0.22391,normal
2,1519,0.000733,0.000733,normal
4,4158,7.039976,33.776085,normal
7,5042,0.229205,3.817849,normal
5,5156,4.994377,20.98976,normal
5,3727,12.733052,30.051158,normal
3,2929,18.121079,27.914031,normal
5,1359,0.239825,0.48024,normal
13,6931,0.245102,14.830397,normal
6,6105,4.399946,32.001097,normal
2,1924,2.304941,2.304941,normal
4,1384,0.247008,0.508101,normal
3,995,1.066952,1.347102,normal
5,5107,5.530777,23.285985,normal
2,1992,37.458981,37.458981,normal
3,2001,10.465094,13.722162,normal
3,1011,0.259057,0.492115,normal
2,2436,38.389045,38.389045,normal
3,1011,0.393044,0.659974,normal
2,1664,12.759707,12.759707,normal
6,6274,0.243891,0.755335,normal
3,2930,6.010378,6.851906,normal
2,2020,3.124587,3.124587,normal
3,2892,1.555201,2.983911,normal
3,138,0.439939,0.63991,normal
2,1098,0.928413,0.928413,normal
11,5303,0.364854,45.781638,normal
2,1996,4.603312,4.603312,normal
5,2721,0.706749,2.124276,normal
4,1101,0.007963,0.388123,normal
3,3172,17.64606,22.126129,normal
6,3186,0.272041,0.8621,normal
8,6011,0.220349,19.821128,normal
3,1027,0.909668,1.349701,normal
9,4428,0.275936,1.946079,normal
8,3900,0.25681,1.231078,normal
7,7223,6.634451,42.245273,normal
2,953,11.551417,11.551417,normal
3,3247,10.859038,16.399022,normal
24,6014,0.04009,36.263624,normal
5,1248,0.22908,0.689097,normal
4,2309,0.208035,0.480296,normal
3,1011,0.349072,0.62003,normal
3,788,42.330021,45.898265,normal
4,1128,0.270973,0.628995,normal
5,3561,1.009815,5.468112,normal
2,2230,17.023979,17.023979,normal
4,3924,6.848966,27.932022,normal
4,1256,0.495046,2.234853,normal
3,1011,0.308202,0.588306,normal
2,535,7.479948,7.479948,normal
6,5430,7.568052,45.265925,normal
9,3217,0.220172,6.651762,normal
2,1963,8.478876,8.478876,normal
3,1011,1.57804,1.825084,normal
5,2381,0.22615,1.220964,normal
2,1721,1E-06,1E-06,normal
7,4014,0.003023,0.528084,normal
9,10036,7.879996,41.464005,normal
9,3281,0.253646,1.859649,normal
7,3015,0.300041,2.556975,normal
3,1555,0.335067,0.613241,normal
3,2947,29.619029,46.956033,normal
5,4952,9.773974,44.096264,normal
2,2242,18.219652,18.219652,normal
3,3359,4.839991,8.189007,normal
4,1128,0.25996,0.580021,normal
6,3490,0.259852,0.800198,normal
8,7502,0.008982,22.995026,normal
8,3308,0.246,2.890637,normal
8,7908,2.289975,37.409342,normal
11,4961,0.989724,11.289947,normal
4,4398,7.440001,24.800067,normal
7,3762,0.253051,0.888207,normal
3,1622,0.2392,0.464242,normal
7,6016,0.247052,29.028991,normal
4,1549,0.008311,0.228338,normal
8,8343,3.840171,39.616958,normal
14,5888,0.490926,16.319902,normal
16,4667,0.032162,43.833334,normal
6,2599,0.020051,0.549109,normal
3,1011,0.311895,0.611966,normal
4,1464,0.559981,1.92999,normal
6,2162,0.228182,1.02782,normal
7,4486,0.545555,26.714203,normal
2,1144,0.580033,0.580033,normal
13,5408,0.220779,6.949842,normal
6,3186,0.287089,5.808357,normal
5,914,0.25314,0.533144,normal
2,74,0.013952,0.013952,normal
6,1444,0.390277,3.050697,normal
2,1188,4.716398,4.716398,normal
4,1112,0.265931,2.292986,normal
2,2011,34.267282,34.267282,normal
3,1011,0.359817,0.679786,normal
9,9435,3.920004,45.759918,normal
2,1995,3.219892,3.219892,normal
3,1775,0.287105,0.56934,normal
3,186,0.28023,0.469978,normal
14,7000,0.431892,36.008285,normal
3,1277,0.220854,0.240077,normal
3,760,0.244149,0.244155,normal
3,1606,0.277075,0.502094,normal
3,1477,0.642241,1.100272,normal
9,4342,0.440002,4.628009,normal
5,1797,0.343325,2.13326,normal
3,1688,16.394333,26.859507,normal
4,1300,0.065161,0.295087,normal
5,5056,8.568046,28.471176,normal
4,2759,0.245127,0.568159,normal
5,3569,0.240031,0.551983,normal
5,1144,0.280148,1.989052,normal
2,1264,8.771115,8.771115,normal
3,1011,0.500026,0.746946,normal
6,3170,0.339867,1.796323,normal
3,1630,0.275081,0.475086,normal
2,1125,8.605866,8.605866,normal
2,2102,37.119025,37.119025,normal
2,1108,0.451292,0.451292,normal
4,1149,0.124064,0.400164,normal
8,3196,0.258977,2.268117,normal
4,830,0.009099,0.229067,normal
5,1072,0.995051,1.223104,normal
4,3749,6.560009,38.020036,normal
2,2036,10.530195,10.530195,normal
7,3660,0.001058,0.423194,normal
2,1081,6.739289,6.739289,normal
5,1181,0.280074,1.323062,normal
6,6677,9.40499,44.961087,normal
4,877,0.00902,0.348964,normal
6,3602,0.259983,3.689187,normal
4,4335,14.242144,43.121168,normal
3,2947,29.827632,40.091136,normal
3,2828,17.563871,26.61217,normal
2,338,1E-06,1E-06,normal
3,1634,0.281164,0.521237,normal
6,1030,0.199979,2.313089,normal
20,6325,0.250308,5.608951,normal
2,2079,32.580939,32.580939,normal
4,893,0.007197,0.26024,normal
5,3531,0.24012,0.499287,normal
3,1651,0.2278,0.227802,normal
7,5450,0.280301,11.52557,normal
7,3762,0.259959,1.121181,normal
4,1844,0.031051,1.946929,normal
3,1469,1.289711,2.009809,normal
3,3675,25.193084,35.236347,normal
5,1293,0.268028,0.795097,normal
3,1883,11.538242,15.196747,normal
8,3452,0.24002,1.126768,normal
2,1040,3.195294,3.195294,normal
38,27146,0.220059,7.890905,normal
3,1011,0.440051,0.780093,normal
12,5823,0.219771,11.91929,normal
3,2941,36.234999,46.533007,normal
4,2647,0.219919,0.487987,normal
4,1021,0.340055,4.332014,normal
11,9634,0.267298,16.39597,normal
6,5764,2.737999,16.000439,normal
3,1091,0.3403,0.640146,normal
9,4172,0.219989,9.444235,normal
6,5987,6.356088,36.664109,normal
3,1011,1.368055,1.680059,normal
7,6990,2.370319,18.438193,normal
8,3596,0.215034,1.440033,normal
5,1197,0.259881,1.721363,normal
4,3876,2.185011,7.083956,normal
4,2203,1.66019,5.810896,normal
4,1192,0.239971,0.588987,normal
3,1011,0.312008,0.571082,normal
2,1702,0.002682,0.002682,normal
6,4958,0.220068,13.711085,normal
3,1457,0.220163,0.436104,normal
3,1123,0.311958,0.602066,normal
4,2386,0.226841,16.891923,normal
4,3999,4.99227,20.052076,normal
6,2674,0.248406,0.794902,normal
4,2745,0.227639,5.543073,normal
17,2193,2.406635,35.4184,normal
3,2313,6.584636,8.253688,normal
13,14216,2.362957,29.824094,normal
5,2953,0.210044,12.50268,normal
5,3828,0.220066,0.445021,normal
2,987,11.025553,11.025553,normal
4,1128,0.223023,0.536941,normal
3,1011,0.274984,0.49801,normal
2,1644,16.369281,16.369281,normal
2,1902,12.740941,12.740941,normal
6,1563,1.528817,12.788872,normal
2,2064,3.677936,3.677936,normal
10,10400,4.531025,46.711117,normal
3,2847,10.755089,16.314954,normal
3,2954,3.76111,6.750442,normal
7,6255,5.69852,31.810358,normal
4,3621,7.222152,26.036137,normal
4,1128,0.248949,0.52907,normal
3,1011,0.311978,0.603016,normal
3,1685,0.73522,0.739117,normal
4,2239,0.19998,0.429205,normal
2,1781,19.444098,19.444098,normal
6,2818,0.272029,0.887106,normal
2,1855,10.964773,10.964773,normal
3,3450,18.966106,22.209983,normal
4,2112,0.303026,0.635348,normal
4,1128,0.398059,0.798056,normal
6,3122,0.279994,3.001101,normal
2,1036,0.090841,0.090841,normal
3,1652,0.226982,0.447041,normal
2,1210,11.569399,11.569399,normal
5,1142,0.20001,1.589119,normal
2,74,0.103945,0.103945,normal
2,2026,10.45008,10.45008,normal
3,1304,10.573586,14.598947,normal
9,5307,1.052569,28.832493,normal
3,3733,0.110044,0.159889,normal
7,6645,8.659544,39.460299,normal
6,5064,0.00297,0.433266,normal
4,2384,0.266995,6.657961,normal
9,4268,0.240315,3.992864,normal
4,1928,0.27993,0.630121,normal
3,1561,0.300103,0.560175,normal
5,2045,0.259977,0.800017,normal
5,5001,6.991088,26.271083,normal
4,3189,0.300282,16.889324,normal
5,1520,0.390005,1.470301,normal
4,1128,0.369619,0.972007,normal
17,15116,0.225952,3.183037,normal
4,3767,8.918973,24.943021,normal
9,9916,4.150078,41.352216,normal
8,4060,0.260045,1.36003,normal
3,1011,0.466162,0.750162,normal
4,1240,0.299955,0.689109,normal
5,4462,0.259915,0.591068,normal
7,3570,0.074083,0.667044,normal
7,6941,3.879985,32.775056,normal
9,8986,3.219975,37.188897,normal
3,1790,9.819024,13.980267,normal
5,1689,0.243431,0.584251,normal
4,2287,8.825976,22.513194,normal
10,8838,0.001015,45.780125,normal
2,2043,15.24601,15.24601,normal
5,3596,0.220042,0.60032,normal
4,893,0.047011,0.281016,normal
6,1935,0.242017,0.542261,normal
4,2289,0.258048,0.554252,normal
3,3028,23.819842,27.803616,normal
2,1235,1.659981,1.659981,normal
5,2920,0.219865,0.489019,normal
4,4012,1.949072,14.53791,normal
2,336,1E-06,1E-06,normal
3,2922,25.360691,46.576836,normal
4,1112,0.268142,0.540185,normal
3,2850,8.891066,15.280007,normal
3,3931,8.940081,15.260276,normal
5,3505,0.386047,0.989985,normal
2,1807,10.139978,10.139978,normal
2,1244,4.779997,4.779997,normal
2,2245,3.169476,3.169476,normal
3,186,0.30005,0.500015,normal
4,1128,0.300011,0.621057,normal
3,3039,13.136767,18.266991,normal
2,2246,28.989013,28.989013,normal
2,1450,5.399977,5.399977,normal
2,1518,1.549983,1.549983,normal
2,504,1.172701,1.172701,normal
4,1128,0.219945,0.520061,normal
5,5368,3.419848,13.234728,normal
6,1202,1.009974,5.918916,normal
4,1512,0.332009,0.709805,normal
2,956,2.707146,2.707146,normal
2,1915,29.247775,29.247775,normal
2,510,1.529708,1.529708,normal
8,4290,1.007997,7.488068,normal
4,1224,0.312135,0.742202,normal
3,1011,0.472114,0.772082,normal
8,8582,0.013992,0.760231,normal
2,1935,3.428168,3.428168,normal
8,3927,0.387298,4.127596,normal
3,1011,0.840087,1.139994,normal
2,1105,20.908437,20.908437,normal
4,1128,0.560054,0.829079,normal
4,1371,1.236944,37.967914,normal
8,3804,0.260097,1.639948,normal
5,3771,0.772316,2.597941,normal
2,1132,0.384546,0.384546,normal
2,1957,25.975133,25.975133,normal
4,3021,0.249013,1.357289,normal
5,2061,0.360042,1.649981,normal
6,1004,0.280162,1.992969,normal
8,4716,0.271778,3.148034,normal
2,1824,9.071013,9.071013,normal
2,2117,5.500726,5.500726,normal
5,1428,0.392349,1.978268,normal
71,18777,0.28217,43.936411,normal
2,2013,21.722088,21.722088,normal
2,525,0.000128,0.000128,normal
2,1892,11.38499,11.38499,normal
10,9907,2.039986,18.319873,normal
3,3029,5.944002,7.544003,normal
3,1143,1.0999,1.119982,normal
3,1534,0.229112,0.449219,normal
2,1307,14.419153,14.419153,normal
10,12606,0.002929,17.352949,normal
3,1011,0.314046,0.573009,normal
2,74,0.310979,0.310979,normal
3,1043,0.320109,0.624914,normal
3,1169,0.367159,0.662133,normal
4,1512,1.119962,3.210161,normal
3,1757,1.635141,2.884049,normal
3,1011,0.372107,0.680258,normal
3,1283,0.241959,0.300111,normal
6,2439,0.015223,5.451935,normal
3,1633,0.304263,0.567959,normal
2,1959,8.49173,8.49173,normal
3,1011,0.357044,0.637,normal
11,11478,9.1E-05,34.181064,normal
6,2090,0.002146,0.595378,normal
5,2958,0.235423,4.408271,normal
18,7351,0.264922,36.509713,normal
12,3110,0.353322,26.00654,normal
4,2024,0.261064,1.969294,normal
3,1767,0.344119,0.582301,normal
6,3122,0.279947,1.069173,normal
4,3041,0.22021,0.467167,normal
9,4908,0.248044,1.498051,normal
3,3220,18.802033,33.990084,normal
4,1128,0.280036,0.559988,normal
2,2023,20.740887,20.740887,normal
2,800,0.233939,0.233939,normal
4,3913,3.884842,14.271993,normal
2,2086,29.396928,29.396928,normal
3,3256,11.640046,20.339113,normal
4,2287,0.200067,0.497159,normal
3,1043,0.320012,0.584994,normal
2,2089,30.515371,30.515371,normal
7,3554,0.398737,3.584212,normal
5,1450,0.215297,0.63609,normal
3,1011,0.240051,0.459917,normal
10,4828,0.010244,9.982432,normal
4,813,0.028069,0.260076,normal
4,3850,6.928905,25.940884,normal
6,6627,8.178992,45.517993,normal
2,432,7.781976,7.781976,normal
53,73192,0.002954,4.026727,normal
5,2135,0.218991,18.785047,normal
7,4354,0.259889,0.880199,normal
4,1128,0.272933,0.600123,normal
2,2149,18.101894,18.101894,normal
5,802,0.500022,12.537036,normal
3,2592,29.597133,36.108988,normal
3,1043,0.276243,0.548071,normal
4,4303,2.830157,14.290243,normal
6,2323,0.228651,8.449542,normal
5,5074,4.6331,17.621008,normal
3,1011,0.439876,0.78008,normal
4,4490,10.543087,24.640893,normal
2,2156,2.739978,2.739978,normal
8,3607,0.251255,1.262533,normal
2,2200,14.082332,14.082332,normal
8,3404,0.359977,2.259923,normal
2,2251,8.416035,8.416035,normal
5,5891,6.867043,23.398925,normal
2,116,0.017197,0.017197,normal
3,274,0.00918,0.009899,normal
10,11595,3.237663,32.890483,normal
7,8817,3.302786,31.798257,normal
12,12538,2.873749,42.076856,normal
14,16814,1.926771,47.824437,normal
6,7444,7.153629,44.207658,normal
9,9140,5.042992,42.366477,normal
9,10353,6.043316,46.637911,normal
7,8318,7.71515,45.819035,normal
9,11125,2.926606,38.669795,normal
7,7417,4.190563,25.810478,normal
10,11026,5.175736,39.088677,normal
14,15642,2.899419,43.176816,normal
10,12365,3.149969,45.347034,normal
10,11778,3.1418,35.805499,normal
9,9226,4.460923,45.398224,normal
11,12826,2.70021,30.40536,normal
4,4707,5.897008,30.82875,normal
13,16371,0.948777,21.225121,normal
16,18212,2.386739,43.389571,normal
8,9073,5.995018,33.087705,normal
2,116,0.000727,0.000727,normal
3,135,0.67245,1.340213,normal
2,116,1.4E-05,1.4E-05,normal
2,116,0.004023,0.004023,normal
2,116,0.011297,0.011297,normal
8,396,0.001472,0.013074,normal
3,1603,3E-06,3E-06,normal
8,9547,4.069529,36.402952,normal
6,7326,7.635198,39.084677,normal
5,5076,12.710838,30.254657,normal
4,4762,9.299212,28.212363,normal
8,8679,3.682693,27.657389,normal
9,10497,3.319747,30.07894,normal
8,9540,2.91686,30.80176,normal
10,12573,3.312612,41.562946,normal
5,5929,2.101043,11.902297,normal
5,6190,10.658028,29.220436,normal
6,6131,3.309693,27.103896,normal
6,7410,4.308426,27.426871,normal
8,9539,5.851129,38.676655,normal
21,1027,0.000463,0.016633,normal
4,5045,10.670127,25.571645,normal
2,2320,15.357457,15.357457,normal
3,3457,35.189587,38.714871,normal
2,2266,18.015003,18.015003,normal
2,2098,8.959843,8.959843,normal
2,2119,20.70335,20.70335,normal
2,2227,33.398321,33.398321,normal
2,2297,22.845564,22.845564,normal
4,4329,6.409461,20.895152,normal
2,2303,23.495541,23.495541,normal
