No. of pkts,No. of Bytes,Iat,Duration,Label
5,867,0.177869,0.392961,normal
3,1011,0.719949,0.98761,normal
3,1011,0.539979,0.760087,normal
3,1011,0.290947,0.529089,normal
6,894,0.231003,0.759982,normal
2,990,7.583539,7.583539,normal
2,1964,29.682173,29.682173,normal
16,15828,2.420016,43.939048,normal
7,7413,7.236983,43.16199,normal
3,1647,0.301081,0.488305,normal
5,5040,6.454456,29.088656,normal
3,1483,0.228032,0.448125,normal
6,1127,0.195947,2.563898,normal
9,5637,1.340057,10.400034,normal
22,2937,0.003661,28.945207,normal
4,1512,1.100045,3.426176,normal
3,1473,0.880097,1.380265,normal
3,1011,0.880016,1.160116,normal
4,3997,6.982225,21.171663,normal
4,1128,0.385081,1.080129,normal
2,1089,26.596291,26.596291,normal
3,1011,1.067494,1.360061,normal
4,1128,0.372176,0.852102,normal
6,3106,0.193315,0.667063,normal
8,7734,5.279971,45.554943,normal
15,14849,2.058917,29.959107,normal
5,1012,0.201027,0.481121,normal
4,893,0.020078,1.833133,normal
2,937,40.071106,40.071106,normal
8,1400,0.218134,30.027554,normal
4,2309,1.013069,9.653238,normal
3,3189,38.572857,46.629889,normal
4,2381,0.18916,0.38999,normal
2,1058,2.297894,2.297894,normal
12,6840,0.248997,40.625457,normal
3,1486,0.216122,0.407514,normal
6,3962,0.200027,3.621889,normal
3,1559,0.235096,0.415147,normal
4,893,0.040115,0.249159,normal
2,1886,0.200892,0.200892,normal
2,2097,5.775199,5.775199,normal
29,24470,0.200076,7.57998,normal
2,2069,25.866199,25.866199,normal
3,1011,0.247025,0.480133,normal
5,2874,2.038903,27.761323,normal
2,2094,36.219,36.219,normal
3,1043,0.288009,0.540142,normal
3,1519,0.301104,0.509207,normal
8,4250,0.187141,5.800722,normal
2,1951,6.889997,6.889997,normal
5,882,0.296798,2.694835,normal
9,4508,0.199899,9.076168,normal
8,3868,0.219848,1.892095,normal
4,1576,0.489994,1.400099,normal
2,1905,17.677377,17.677377,normal
6,2690,0.199807,0.980015,normal
7,1159,3.090054,24.724026,normal
44,49808,0.001015,1.74111,normal
2,412,0.002025,0.002025,normal
4,4007,5.605478,30.045452,normal
2,1776,25.614243,25.614243,normal
10,6016,0.247892,2.949943,normal
2,1907,11.135368,11.135368,normal
3,1462,0.244045,0.45604,normal
2,2056,40.981192,40.981192,normal
10,10276,0.002982,37.452094,normal
5,5121,15.275741,36.679032,normal
2,1058,3.440754,3.440754,normal
2,1155,47.066342,47.066342,normal
2,1842,1.132536,1.132536,normal
5,1072,0.260025,0.488028,normal
11,8701,0.207356,4.569042,normal
9,2518,0.199925,1.393059,normal
3,2899,24.116151,27.836035,normal
3,698,0.179939,0.180045,normal
3,1584,15.751007,28.32826,normal
8,4037,0.007798,3.231564,normal
2,1859,10.941807,10.941807,normal
3,3122,10.705149,11.247008,normal
3,661,0.007001,0.007006,normal
2,1243,13.57715,13.57715,normal
10,3600,0.195879,19.361873,normal
2,2142,8.495718,8.495718,normal
4,1987,0.176095,0.391183,normal
10,10022,2.721054,44.785173,normal
2,1948,18.438234,18.438234,normal
2,2104,27.681907,27.681907,normal
27,24470,0.201713,5.707874,normal
6,3808,5.624494,38.2821,normal
5,7053,0.018046,0.070873,normal
2,1038,0.694128,0.694128,normal
6,3842,0.212024,10.372121,normal
3,3072,7.896193,10.850148,normal
6,2578,0.199886,0.639796,normal
3,1043,0.360132,0.567269,normal
3,1171,0.539823,0.869882,normal
6,3078,0.20777,0.907975,normal
3,1011,0.318744,0.562873,normal
7,4466,0.187096,0.827479,normal
8,4951,0.213106,0.951282,normal
3,1706,0.849003,1.049109,normal
2,74,0.004298,0.004298,normal
4,2920,0.220183,12.788257,normal
4,1368,0.220048,0.600193,normal
2,893,44.224839,44.224839,normal
2,2088,19.805013,19.805013,normal
3,3706,21.258047,30.992058,normal
6,6597,7.490996,39.441895,normal
4,893,0.010078,0.228046,normal
6,5784,0.00184,32.200035,normal
2,1852,1.813154,1.813154,normal
3,1645,0.217851,0.217852,normal
4,1128,0.301993,1.342976,normal
2,1197,27.484075,27.484075,normal
4,1144,0.235021,0.812906,normal
8,2379,0.192836,29.949174,normal
3,1605,0.450042,0.479752,normal
2,2034,4.222134,4.222134,normal
9,3313,0.253998,1.28021,normal
8,4204,0.220103,4.559772,normal
2,1961,2.172157,2.172157,normal
3,2732,3.862025,6.596119,normal
2,1919,1.688063,1.688063,normal
4,821,0.009075,0.207956,normal
6,3378,0.209014,0.769255,normal
2,1706,6.811224,6.811224,normal
2,1944,3.201196,3.201196,normal
8,2000,0.317893,14.724086,normal
6,8348,0.010014,0.349933,normal
3,2984,13.260376,23.671438,normal
17,17376,2.686904,43.659997,normal
4,2453,0.179999,0.416167,normal
4,1128,0.238054,0.489016,normal
5,5531,8.361983,23.816614,normal
4,3971,3.999985,14.597972,normal
4,3873,4.392062,11.114118,normal
9,3473,0.219946,1.155215,normal
8,3100,0.246993,1.577955,normal
7,3314,0.220179,0.809124,normal
5,1003,0.200149,0.400089,normal
5,5558,13.961025,38.614959,normal
4,1112,0.220027,0.56026,normal
5,5157,5.021455,25.471945,normal
2,1179,8.146249,8.146249,normal
4,2550,0.191996,14.532307,normal
6,2771,0.1799,3.659796,normal
4,1672,0.180065,0.44019,normal
3,1011,0.333646,0.575581,normal
4,1938,0.311611,0.959658,normal
10,4778,0.013018,4.118149,normal
4,893,0.016248,0.232985,normal
6,2951,0.135022,1.335119,normal
3,1576,0.221566,0.221568,normal
2,1787,16.051938,16.051938,normal
3,1403,0.252885,0.45017,normal
16,3465,0.45001,46.324155,normal
3,1143,0.190869,0.36174,normal
2,1952,4.13513,4.13513,normal
2,1887,14.869812,14.869812,normal
4,4027,5.896668,19.996329,normal
3,1697,1E-06,2E-06,normal
6,2194,0.199932,0.640062,normal
4,819,0.009117,0.194041,normal
4,827,0.018061,0.287663,normal
6,1938,0.257079,0.782037,normal
2,1926,13.359789,13.359789,normal
2,1972,14.130025,14.130025,normal
3,1597,0.322045,0.516069,normal
2,1965,20.926339,20.926339,normal
7,6638,4.394807,27.520961,normal
5,4617,0.389957,2.900324,normal
8,2090,0.184051,10.197403,normal
3,1653,21.15397,31.938825,normal
7,4417,0.025867,0.755125,normal
2,2092,4.600085,4.600085,normal
7,3159,0.015013,0.766042,normal
6,2387,0.257665,0.805447,normal
2,2211,6.316998,6.316998,normal
4,1128,0.266022,0.675996,normal
3,1585,9.713248,15.222259,normal
3,1011,0.23988,0.459957,normal
12,9640,2.37437,39.482808,normal
5,2744,0.219842,0.455158,normal
5,2626,0.23198,31.755143,normal
3,2741,5.168141,8.214054,normal
4,2472,0.174716,0.386841,normal
4,1112,0.219932,0.480041,normal
9,3162,0.199996,8.60169,normal
6,2882,0.251995,0.813152,normal
4,1128,0.260897,0.53103,normal
3,2988,11.247097,17.724069,normal
7,3554,1.095984,31.696849,normal
4,3914,4.190512,14.660007,normal
3,3048,0.005075,0.005076,normal
6,5574,5.307941,36.719019,normal
6,1629,0.587979,2.067915,normal
3,1465,0.259934,0.515044,normal
2,1762,0.060133,0.060133,normal
3,1011,1.019966,1.491966,normal
4,1368,0.26001,0.947018,normal
2,2221,3.839084,3.839084,normal
9,3985,0.207093,1.70193,normal
3,1368,0.19994,0.207951,normal
4,1262,0.243289,0.91088,normal
3,3064,3.6757,5.216003,normal
2,1743,11.500934,11.500934,normal
4,2899,0.017221,0.215133,normal
2,1573,0.022716,0.022716,normal
2,2022,12.110015,12.110015,normal
20,5793,0.02709,33.512157,normal
3,2940,21.278324,22.594361,normal
6,6030,0.227967,0.70777,normal
3,1011,0.250928,0.460035,normal
6,1109,0.000577,0.694218,normal
4,1420,3.795669,9.414863,normal
12,11591,1.697976,38.462051,normal
6,4716,0.000993,0.411011,normal
5,1166,0.359994,0.74002,normal
3,3360,12.381063,22.058057,normal
5,4965,8.596041,26.199022,normal
4,2106,0.261998,0.962001,normal
2,1227,6.653932,6.653932,normal
4,896,0.159833,0.449028,normal
4,2041,0.18687,0.386828,normal
2,2032,4.340032,4.340032,normal
7,3570,0.222926,0.759077,normal
3,1011,0.339993,0.595087,normal
5,2909,13.657763,37.133174,normal
6,1719,0.232167,1.852006,normal
3,2592,9.701629,13.739431,normal
3,2885,10.380724,13.592108,normal
2,1074,38.726071,38.726071,normal
2,480,2E-06,2E-06,normal
6,6470,8.266008,41.306558,normal
2,2255,16.987936,16.987936,normal
2,1692,0.001683,0.001683,normal
4,4419,4.359935,29.765968,normal
2,1172,19.2033,19.2033,normal
6,1849,0.30093,2.35193,normal
2,2132,1.481938,1.481938,normal
5,914,0.215327,0.447388,normal
4,4197,8.316277,32.326915,normal
8,3233,0.020067,0.72921,normal
8,1591,0.193046,6.160224,normal
6,3223,0.00723,0.546993,normal
4,1144,0.480053,0.887872,normal
2,1977,2.554555,2.554555,normal
2,2088,10.099896,10.099896,normal
2,1400,1E-06,1E-06,normal
4,1240,0.239928,0.488979,normal
3,552,1.500046,2.240058,normal
4,2397,0.267007,23.019227,normal
3,3123,27.627,29.777993,normal
6,3069,0.007257,0.488102,normal
9,8605,2.921053,29.231088,normal
4,3299,0.191,0.429275,normal
8,3004,0.219961,1.10002,normal
2,298,0.17995,0.17995,normal
3,1729,9.991346,18.570188,normal
12,12816,0.706886,38.678048,normal
4,2588,0.602966,3.630159,normal
4,1160,0.199894,0.860066,normal
3,1571,0.22917,0.449159,normal
5,3580,0.186793,0.378175,normal
4,2211,0.19265,0.422262,normal
5,2616,0.220014,0.490959,normal
5,5217,5.248293,40.761733,normal
9,8896,0.037956,0.709789,normal
3,1540,0.207848,0.408129,normal
5,5483,2.640059,11.693644,normal
8,3383,0.198542,4.897605,normal
2,926,14.399595,14.399595,normal
3,1011,0.238977,0.451096,normal
5,1028,0.19229,0.38035,normal
3,1460,0.240124,0.470256,normal
9,4887,0.02418,3.977078,normal
3,1011,0.299979,0.540007,normal
4,2433,0.250141,18.227123,normal
13,13109,2.763103,47.378874,normal
4,861,0.008993,0.189058,normal
5,4962,7.62127,25.308282,normal
2,2180,18.724082,18.724082,normal
8,7235,3.22806,41.080258,normal
4,4017,0.360926,1.059983,normal
8,3628,0.19997,0.98002,normal
2,1056,22.824785,22.824785,normal
12,7393,0.24405,46.896891,normal
4,863,6E-06,0.180094,normal
2,2154,32.041157,32.041157,normal
10,4161,0.232264,1.300001,normal
3,1011,0.279981,0.520022,normal
10,5300,0.895842,38.929284,normal
2,2108,6.478925,6.478925,normal
5,1197,0.239989,0.723636,normal
4,1021,0.006782,0.206989,normal
4,1501,0.005478,0.410782,normal
3,1011,0.748039,0.969028,normal
3,1619,18.484091,32.041704,normal
4,3478,3.679971,10.091906,normal
3,2603,13.983092,13.983093,normal
7,3954,0.219969,0.806081,normal
2,1912,6.512561,6.512561,normal
2,1920,5.609939,5.609939,normal
2,1827,46.978495,46.978495,normal
3,1648,0.227843,0.407929,normal
4,2369,0.206797,0.448142,normal
6,1954,0.219926,1.002881,normal
2,2215,6.069069,6.069069,normal
4,1325,0.012199,0.21124,normal
8,3276,0.180019,10.079988,normal
2,2084,33.573113,33.573113,normal
8,2801,0.179915,1.440013,normal
3,1011,0.437357,0.677155,normal
5,4567,10.200095,39.204028,normal
2,1961,40.241221,40.241221,normal
3,3161,25.568086,38.892697,normal
2,1926,0.069936,0.069936,normal
6,3042,0.207028,0.687266,normal
2,528,0.208045,0.208045,normal
4,1245,0.010133,0.232986,normal
2,1126,0.011477,0.011477,normal
3,1011,0.228966,0.449031,normal
8,3980,0.199712,1.087989,normal
5,3944,0.183291,0.562141,normal
3,1579,0.219947,0.40009,normal
8,3596,0.21999,8.674031,normal
3,1473,0.226933,0.448055,normal
7,8169,4.826358,42.620608,normal
3,3180,3.791007,5.780023,normal
4,1128,0.234097,0.488,normal
9,8601,3.636997,39.373862,normal
3,1011,0.380061,0.592125,normal
3,1935,23.893343,26.332537,normal
4,2529,0.50057,1.600328,normal
4,1864,0.240035,0.557254,normal
6,6195,4.261026,39.311043,normal
3,1011,0.280001,0.519946,normal
2,1128,0.001793,0.001793,normal
6,7324,4.707841,38.616978,normal
4,1195,0.619911,3.329265,normal
2,1366,10.428058,10.428058,normal
3,1631,0.35401,0.371245,normal
3,1634,0.227051,0.407104,normal
5,1409,0.188037,0.392167,normal
7,1749,0.22191,7.367389,normal
2,1813,24.480058,24.480058,normal
3,3027,11.453991,22.715006,normal
6,4929,2E-06,6.53521,normal
5,3094,1E-06,0.658846,normal
12,14016,3.089263,39.728205,normal
2,2355,1.058426,1.058426,normal
4,4661,9.635792,23.712003,normal
6,6245,6.108354,36.435136,normal
7,8504,5.805367,33.894432,normal
4,4068,1.84683,6.163023,normal
6,7338,8.561682,46.902461,normal
4,4711,8.01677,28.108354,normal
4,4710,11.478551,32.931273,normal
2,2315,0.87028,0.87028,normal
2,2200,16.252448,16.252448,normal
3,2767,30.754652,30.754653,normal
2,2221,11.846829,11.846829,normal
19,23059,1.807121,45.927651,normal
7,8419,6.203858,39.492832,normal
5,5592,12.794365,42.895819,normal
10,12005,3.837536,38.297645,normal
7,7668,6.437849,34.113188,normal
2,86,0.180377,0.180377,normal
2,2046,0.011165,0.011165,normal
5,6131,11.08577,41.957065,normal
11,12089,2.699612,43.922095,normal
12,13181,2.342039,45.314704,normal
5,5931,8.663276,36.708884,normal
11,13131,4.374444,45.744704,normal
8,9578,4.876748,30.105448,normal
4,4519,13.020414,38.140672,normal
5,6016,7.389462,24.494522,normal
2,2377,0.834807,0.834807,normal
5,5747,10.853461,34.529809,normal
8,7797,1.784596,33.68249,normal
7,8388,8.871987,40.98378,normal
7,8240,5.708879,33.655973,normal
2,2544,4.51871,4.51871,normal
5,5927,15.552341,43.518294,normal
6,7386,7.756108,39.65846,normal
7,8022,9.287888,38.749585,normal
6,6277,5.937704,30.946365,normal
14,15893,1.307898,33.053494,normal
12,14323,1.895507,43.366054,normal
20,21363,1.937641,42.764256,normal
3,3427,10.820757,21.039816,normal
4,4430,4.379251,34.243237,normal
3,3263,14.000937,27.737053,normal
6,5983,4.942464,31.685315,normal
2,2162,30.015056,30.015056,normal
2,2219,3.68908,3.68908,normal
3,3490,16.538182,31.597963,normal
4,4561,11.761657,43.085549,normal
2,2459,24.297693,24.297693,normal
2,2426,3.798433,3.798433,normal
2,2259,10.220147,10.220147,normal
3,3329,18.820665,21.552253,normal
2,2650,26.780522,26.780522,normal
6,7221,5.309516,28.917972,normal
3,149,0.021394,0.038023,normal
5,6222,6.976393,41.596439,normal
7,7431,6.994179,31.718434,normal
8,8978,5.847837,39.112167,normal
8,8760,2.245842,43.111499,normal
4,4993,14.556929,43.687075,normal
2,182,0.011361,0.011361,normal
8,9936,4.448088,40.688164,normal
8,8037,3.68859,30.698492,normal
6,6492,3.532202,42.745942,normal
2,106,36.894564,36.894564,normal
2,98,38.442682,38.442682,normal
2,106,2.22672,2.22672,normal
2,106,34.432824,34.432824,normal
2,1969,34.52108,34.52108,normal
3,1011,0.260019,0.480102,normal
4,4219,5.13569,23.780217,normal
2,1977,10.433236,10.433236,normal
5,750,0.199941,2.040012,normal
4,2463,0.220174,0.468228,normal
4,4797,0.052888,0.153649,normal
2,1967,40.960008,40.960008,normal
3,1431,0.426199,0.707164,normal
2,2181,4.251974,4.251974,normal
3,1011,0.340264,0.580442,normal
3,3045,24.228105,34.405818,normal
3,1184,0.429993,0.510059,normal
2,528,0.175736,0.175736,normal
2,1892,4.021019,4.021019,normal
2,2301,25.428047,25.428047,normal
3,1534,0.220281,0.399951,normal
6,2788,0.191507,0.388545,normal
5,4324,0.200155,0.449186,normal
3,995,0.259939,0.479851,normal
6,3010,0.188065,0.684142,normal
6,2846,0.012058,4.6648,normal
5,3107,0.273471,10.145093,normal
2,1035,8.071247,8.071247,normal
4,1160,0.228949,1.628881,normal
6,5923,8.836045,42.589988,normal
8,5042,0.180262,1.760363,normal
2,2107,25.6818,25.6818,normal
4,1112,0.240148,0.780226,normal
18,2650,0.331851,17.556999,normal
36,41115,0.134206,13.564276,normal
4,2331,3.476964,21.261343,normal
2,2475,0.00107,0.00107,normal
2,2218,4.850904,4.850904,normal
5,1655,7.250703,27.85947,normal
3,1011,0.248186,0.468127,normal
2,1209,3.783473,3.783473,normal
6,6676,5.541687,22.901887,normal
2,1886,2.424894,2.424894,normal
4,1128,0.271931,0.595026,normal
6,3678,0.268247,1.319735,normal
2,1785,1.964845,1.964845,normal
8,3166,0.227253,2.176009,normal
2,1651,33.419033,33.419033,normal
14,2721,0.034093,34.290914,normal
2,1885,0.002015,0.002015,normal
4,1128,1.190245,3.5095,normal
3,2062,40.921248,47.055938,normal
5,3635,0.201771,0.412958,normal
2,1473,0.000759,0.000759,normal
3,3286,19.410128,24.317054,normal
3,1119,0.229132,0.429046,normal
12,6874,0.211193,24.434294,normal
2,1951,8.47058,8.47058,normal
7,7261,5.993285,39.211695,normal
5,5494,5.079011,30.329591,normal
8,3308,0.220223,11.057929,normal
4,3984,5.364715,35.897566,normal
4,752,0.057902,1.187409,normal
3,3121,0.011051,0.011898,normal
7,3431,0.058288,1.375123,normal
4,1195,0.999993,3.140065,normal
18,18221,0.289218,31.912218,normal
33,4953,0.007825,34.243303,normal
2,2004,36.58594,36.58594,normal
6,2242,0.261525,1.51967,normal
3,1676,0.267112,0.467223,normal
2,1635,3E-06,3E-06,normal
4,2428,0.228881,0.529397,normal
4,3205,0.188248,0.434517,normal
9,4572,0.723775,8.269667,normal
7,7517,0.199013,0.767122,normal
3,2838,28.39814,31.938034,normal
14,13943,0.286159,17.110301,normal
2,1973,23.949306,23.949306,normal
2,2049,1.470165,1.470165,normal
2,84,0.172673,0.172673,normal
4,1144,0.297937,0.616798,normal
2,1708,12.86191,12.86191,normal
6,2242,0.252849,1.106776,normal
3,1011,0.292048,0.532397,normal
6,1986,0.269152,1.689714,normal
7,4066,0.219965,3.340271,normal
8,3836,0.252863,1.42813,normal
4,893,6E-06,0.239913,normal
3,552,7.85995,11.780067,normal
3,1011,0.359028,0.678187,normal
4,1160,0.322208,0.622248,normal
2,1065,1E-06,1E-06,normal
5,1165,0.262144,0.885382,normal
3,1011,0.29979,0.580056,normal
4,1112,0.260164,0.520098,normal
2,1761,19.030053,19.030053,normal
3,1011,0.299922,0.548081,normal
7,3527,0.350159,1.570149,normal
7,3746,0.254128,0.963961,normal
4,1128,0.388165,0.700174,normal
7,3770,0.198144,3.242278,normal
6,2994,0.293082,1.148933,normal
3,1011,0.295068,0.578043,normal
6,1517,0.260056,2.60004,normal
2,1893,44.345887,44.345887,normal
2,1015,1E-06,1E-06,normal
3,1011,0.499926,0.799902,normal
2,1153,1E-06,1E-06,normal
4,1128,0.279985,0.620307,normal
5,1379,1.13982,3.580005,normal
4,1144,0.320489,3.160218,normal
3,1011,0.989008,1.328915,normal
6,1309,0.670846,3.530127,normal
5,2711,0.610142,1.633391,normal
8,3532,0.219986,1.240022,normal
5,2663,0.392079,1.456072,normal
2,427,0.283786,0.283786,normal
3,1011,0.340097,0.583233,normal
2,1784,20.991119,20.991119,normal
4,1160,0.28002,0.540115,normal
3,2120,8.478515,8.478516,normal
2,1099,1E-06,1E-06,normal
6,2498,0.277461,0.877473,normal
8,3004,0.505119,10.078006,normal
3,3651,32.868919,35.41318,normal
3,1390,1.290332,1.990151,normal
5,3499,0.240167,0.573248,normal
8,4284,0.339918,10.311823,normal
3,1011,0.300195,0.540292,normal
2,1937,2.210966,2.210966,normal
4,2853,0.350149,1.130279,normal
4,3665,8.214224,31.678963,normal
6,2342,6E-06,0.467311,normal
3,2932,4.375971,7.282949,normal
2,1980,5.647485,5.647485,normal
3,2755,3.63822,6.457776,normal
4,3439,2.799055,12.498961,normal
4,1048,0.427939,29.991355,normal
4,1760,0.279992,0.588135,normal
2,74,0.002119,0.002119,normal
6,1109,0.240026,2.499846,normal
4,1128,0.310908,0.761982,normal
4,2210,0.239997,0.615193,normal
8,4306,0.023957,0.953171,normal
8,3470,0.583029,5.104816,normal
4,1128,0.299872,0.820185,normal
2,1905,30.886183,30.886183,normal
3,1011,1.159878,1.439879,normal
2,1122,13.267749,13.267749,normal
2,1876,20.145411,20.145411,normal
2,1944,4.420077,4.420077,normal
3,1011,0.43299,0.72212,normal
3,1011,0.657096,0.926097,normal
2,2012,3.873666,3.873666,normal
8,3020,0.26901,1.405131,normal
2,1974,17.547088,17.547088,normal
3,1944,0.258316,0.507176,normal
4,2510,0.240078,0.537167,normal
14,11083,0.01468,32.703862,normal
3,1011,0.259976,0.50005,normal
3,1011,0.286485,0.5474,normal
9,10220,3.5041,27.340028,normal
2,1267,37.906178,37.906178,normal
17,21004,0.003178,29.699961,normal
8,3356,0.260846,6.360622,normal
2,2058,22.262819,22.262819,normal
3,3334,10.400931,11.608897,normal
2,2461,22.982622,22.982622,normal
3,2716,43.677166,45.877043,normal
7,2156,0.194875,0.685055,normal
3,2996,28.399068,31.185187,normal
5,4954,8.660058,29.607287,normal
13,12604,3.270807,38.620148,normal
3,1071,0.26795,0.488033,normal
3,1632,0.262119,0.491264,normal
2,1273,16.967042,16.967042,normal
2,1202,39.951033,39.951033,normal
3,1878,2.593702,3.573472,normal
4,1112,0.279734,1.131816,normal
4,877,0.038977,0.267887,normal
2,1087,28.438841,28.438841,normal
3,1522,0.267008,0.506997,normal
4,4472,9.236946,36.929331,normal
5,1061,3.005967,3.900114,normal
3,1706,21.03569,27.181518,normal
3,1011,1.413185,1.72001,normal
7,6802,4.95185,33.864016,normal
7,6924,4.565956,35.135185,normal
5,911,0.210544,2.051686,normal
4,1128,0.279968,0.580034,normal
6,5454,0.599949,32.059783,normal
8,1850,0.232969,20.262161,normal
4,1160,0.24018,0.560143,normal
2,1781,0.002743,0.002743,normal
5,1764,0.240314,0.491183,normal
3,1011,0.279837,0.520974,normal
4,1480,0.229019,0.488908,normal
7,6984,5.360148,36.136093,normal
6,1218,1.795659,32.431951,normal
2,2083,4.148315,4.148315,normal
4,1629,0.004183,0.245231,normal
2,2071,15.719046,15.719046,normal
2,2345,16.52609,16.52609,normal
3,1485,0.260594,0.488294,normal
5,4854,5.947355,22.910933,normal
4,1144,0.240389,0.500148,normal
6,2114,0.24025,0.481398,normal
7,3954,0.220028,0.709238,normal
5,5148,7.273932,31.425005,normal
4,1128,0.320053,0.600011,normal
3,1011,0.319939,0.61994,normal
2,1291,9.038937,9.038937,normal
4,4011,3.099919,15.859969,normal
2,91,0.042056,0.042056,normal
2,98,0.007844,0.007844,normal
9,4679,0.22811,25.818896,normal
3,1011,0.340007,0.653981,normal
2,1812,11.012987,11.012987,normal
5,2296,0.232024,0.509252,normal
6,1369,0.211842,0.448105,normal
7,3143,0.009086,2.091049,normal
4,1928,0.279863,0.700067,normal
4,2292,0.001233,2.093013,normal
4,1240,0.360125,0.768905,normal
3,1011,0.403124,0.717249,normal
7,3780,0.304082,1.801905,normal
4,1112,0.334093,3.339095,normal
4,877,0.098116,0.318002,normal
5,1082,0.252179,0.527248,normal
4,1160,0.29108,0.720262,normal
14,6301,0.214633,29.985761,normal
2,1023,1E-06,1E-06,normal
3,1011,0.260013,0.502075,normal
6,1202,0.546337,14.409411,normal
4,1128,0.406986,0.866113,normal
4,893,4E-06,0.228925,normal
8,3692,0.308666,1.570922,normal
3,1545,15.691719,19.828499,normal
2,1032,1E-06,1E-06,normal
3,1011,0.317434,0.600013,normal
4,1128,0.239993,0.500167,normal
3,1435,0.288784,0.505912,normal
6,1826,0.240011,1.495224,normal
2,2032,23.617366,23.617366,normal
2,1752,13.895396,13.895396,normal
3,1011,0.299906,0.559956,normal
6,2066,0.292844,0.960216,normal
4,1112,0.279935,0.640264,normal
3,1011,1.139903,1.360483,normal
4,1080,0.272941,0.879455,normal
3,1927,8.80726,12.748685,normal
9,3804,0.271853,1.420057,normal
6,3256,1E-06,22.256734,normal
3,1011,0.540206,0.820277,normal
3,1962,0.006954,0.010694,normal
2,1970,44.030282,44.030282,normal
7,3906,0.319913,1.617135,normal
7,4354,0.239987,1.54508,normal
9,3665,0.26009,2.411053,normal
4,4602,0.507546,2.447562,normal
4,893,0.026855,0.237286,normal
9,4412,0.285174,1.755975,normal
4,877,0.051752,0.280253,normal
2,1192,1.269532,1.269532,normal
3,1011,0.288041,0.520032,normal
2,1013,2E-06,2E-06,normal
2,1103,2E-06,2E-06,normal
5,914,0.237127,0.644483,normal
8,1627,0.015906,5.600721,normal
6,2802,0.256124,0.927125,normal
3,2815,6.399441,12.56592,normal
4,1437,0.199817,10.539873,normal
2,1067,1E-06,1E-06,normal
2,2110,38.374674,38.374674,normal
4,1128,0.2332,0.519958,normal
5,5263,1.198268,32.393098,normal
2,74,0.04093,0.04093,normal
2,74,0.031036,0.031036,normal
6,2093,0.847176,4.369315,normal
8,3212,0.288144,1.520973,normal
7,2935,0.299963,1.239949,normal
2,1100,1E-06,1E-06,normal
3,1011,0.38713,0.727255,normal
3,2114,5.797439,5.79744,normal
6,2631,0.007372,0.460319,normal
4,4318,5.399986,27.19997,normal
3,1011,0.640069,1.000293,normal
2,1928,10.637862,10.637862,normal
3,1011,0.280149,0.528168,normal
6,2146,0.399863,6.599831,normal
8,3708,0.443899,1.9491,normal
4,1384,0.361057,0.80098,normal
16,8462,0.381915,16.239898,normal
14,11107,0.079061,28.360328,normal
13,8062,0.809319,39.896965,normal
4,2056,0.333127,0.847141,normal
45,33623,0.200113,16.800069,normal
8,4215,0.336709,1.655633,normal
3,1011,0.359846,0.636036,normal
4,1128,0.288671,0.596369,normal
7,2647,1.272802,9.982992,normal
4,1195,0.398243,0.899935,normal
40,47669,0.010115,1.787013,normal
8,3468,0.240006,1.060176,normal
4,1128,0.259963,0.599886,normal
6,2855,0.000315,0.47971,normal
3,1011,0.8999,1.269937,normal
2,195,0.807923,0.807923,normal
5,1165,2.159435,6.092149,normal
6,3324,2E-06,42.014484,normal
7,3628,6.123782,38.847033,normal
2,74,0.144972,0.144972,normal
6,2242,0.251885,0.85395,normal
3,1011,0.529765,0.858941,normal
3,1011,0.260199,0.520136,normal
2,1904,0.880878,0.880878,normal
3,2780,34.781083,37.358042,normal
2,869,0.015995,0.015995,normal
4,2905,14.438173,30.950651,normal
6,2754,0.240143,0.867125,normal
8,4124,0.236713,2.156444,normal
2,1087,4.748568,4.748568,normal
4,2772,0.009153,1.868952,normal
4,2349,12.739801,32.563637,normal
8,3500,0.278056,1.59927,normal
2,1928,21.214215,21.214215,normal
2,1826,6.247029,6.247029,normal
8,2972,0.230014,1.729834,normal
6,1309,0.703232,2.998484,normal
3,1472,0.220178,0.440004,normal
3,1934,0.30003,0.560298,normal
6,6502,4.140074,46.115239,normal
2,1055,1E-06,1E-06,normal
6,1895,0.091894,0.631965,normal
6,3122,0.264895,1.109169,normal
2,1676,0.005729,0.005729,normal
8,3868,0.268948,1.296975,normal
4,1396,0.009055,0.648941,normal
2,1007,1E-06,1E-06,normal
2,410,1E-06,1E-06,normal
4,1112,0.273084,1.600205,normal
9,4620,0.256895,2.331141,normal
9,4492,0.273989,2.873526,normal
3,1011,0.300205,0.540265,normal
6,5866,5.150025,43.330258,normal
8,4231,0.00824,0.888119,normal
4,1624,0.252712,0.581425,normal
8,6022,2.156257,38.393859,normal
4,877,0.020008,1.320151,normal
6,2530,0.280021,1.186879,normal
3,928,0.444106,0.446282,normal
2,1854,29.610038,29.610038,normal
4,1128,0.30606,0.707711,normal
4,1128,0.271099,0.633003,normal
5,2534,0.009132,0.208136,normal
6,1619,0.00023,0.878329,normal
4,2584,2.394379,18.718303,normal
2,1967,24.835068,24.835068,normal
2,1108,32.22,32.22,normal
2,970,11.220985,11.220985,normal
2,2208,5.503101,5.503101,normal
3,2805,34.085874,37.330803,normal
3,1536,1.64043,1.880404,normal
3,1831,0.512137,0.725096,normal
2,1546,0.330261,0.330261,normal
